,Address,BuildingAge,RegDate,Price,SaleableArea,GrossArea,UnitPricePerSaleableArea,UnitPricePerGrossArea,LastHold,GainLoss
3926,FLAT A 6/F BULKELEY HOUSE  ,30,8/5/2018,4.24,301,453,14080,9355,1125,28
3927,FLAT 18 2/F BLOCK 2 PHASE 2 MEI KING MANSION,56,8/5/2018,4.45,450,-,9889,-,-,
3928,FLAT D10 3/F BLOCK D HONOUR BUILDING ,47,8/5/2018,4.68,378,-,12381,-,-,
3929,FLAT 4 7/F BLOCK C WEI CHIEN COURT WYLER GARDENS,41,8/5/2018,5.6,335,394,16716,14213,-,
3930,FLAT A 5/F GOLDEN MANSION  ,38,8/5/2018,4.6,358,467,12849,9850,-,
3931,FLAT D 3/F SUNG (SHUNG) KING HOUSE  ,47,8/5/2018,5.3,616,-,8604,-,-,
3932,NO. 51 (FLAT D) 3/F 51 HUNG FOOK STREET  ,63,8/5/2018,2.82,326,-,8638,-,8036,512
3933,FLAT B 19/F WING WO BUILDING  ,37,8/5/2018,3.8,215,311,17674,12219,-,
3934,NO. 6 2/F 43-45 PAK TAI STREET  ,56,7/5/2018,4.75,533,-,8912,-,1675,59
3935,FLAT C10 7/F BLOCK C HONOUR BUILDING ,47,7/5/2018,3.8,287,377,13240,10080,3290,300
3936,NO. 28 1/F EIVER HOUSE  ,62,7/5/2018,5.36,602,-,8902,-,-,
3937,FLAT F 9/F FULL MOON (MING YUET) BUILDING  ,48,7/5/2018,4.25,322,-,13199,-,3053,260
3938,FLAT I 5/F KIU FAT MANSION  ,55,7/5/2018,3.3,332,-,9940,-,-,
3939,FLAT H 25/F TOWER 1 GRAND WATERFRONT ,14,7/5/2018,6.91,361,501,19141,13792,1585,56
3940,FLAT D 8/F FU YIP BUILDING  ,38,4/5/2018,4.3,253,349,16996,12321,1223,41
3941,FLAT 6 10/F MERRY MANSION  ,47,4/5/2018,3.8,375,-,10133,-,1553,40
3942,FLAT B 22/F CITY 151  ,17,4/5/2018,6.88,423,578,16265,11903,1351,40
3943,FLAT B 40/F TOWER 2 GRAND WATERFRONT ,14,4/5/2018,7.3,384,522,19010,13985,4242,189
3944,NO. 2B 3/F 2B SAN LAU STREET  ,62,4/5/2018,5.8,606,-,9571,-,2325,29
3945,FLAT G8 11/F BLOCK G HONOUR BUILDING ,47,4/5/2018,3.93,310,-,12677,-,2506,181
3946,FLAT B 1/F NGAN HON MANSION  ,47,4/5/2018,4.08,366,-,11148,-,2143,90
3947,NO. 32 6/F 32 NGAN HON STREET  ,60,3/5/2018,2.88,326,-,8822,-,2584,96
3948,NO. 26 6/F EIVER HOUSE  ,62,3/5/2018,6.97,933,-,7467,-,5012,0
3949,FLAT B 19/F KIU WAI MANSION  ,54,3/5/2018,8.6,631,-,13629,-,-,
3950,NO. 42 6/F 42 NGAN HON STREET  ,60,2/5/2018,3.83,451,-,8492,-,3080,195
3951,NO. 3 1/F 3 LUN CHEUNG STREET  ,60,2/5/2018,5.38,541,-,9945,-,6096,676
